IDENTIFIER	GSM19023	GSM19024	GSM19025	GSM19026
TNFSF9	97.7	49.7	103.7	45.5
NCS1	27.6	50.2	54.7	237.8
RASAL1	397.1	371.5	300.3	365.8
ABCB9	758.9	963.6	868.2	997
CCT6B	162.1	307.9	220.4	297.4
NTF3	265	212.2	323.8	207.5
WDSUB1	126.8	211.5	206.5	179.1
CHGA	430.5	695.9	667.3	718
PARD6A	665.2	499.3	304.5	580.1
ZFP692	420	341.2	299.5	226.5
CHD1L	137.5	151.1	67.3	84
TSPAN5	53.9	84.4	52.1	58.6
TGFBR1	182.5	119.6	74.9	125.9
ASNA1	3949.7	2664.8	3369.3	4309.8
MC2R	98.7	61.4	39	83.1
CHCHD5	633	679.2	431.8	420.1
ZFP574	522.8	560.5	506.8	362.4
KIF5C	38.9	85.3	33.5	38.4
TRAIP	218.6	335.5	155.2	76.7
RLBP1	152.2	79.8	101.5	39
SRPK3	852.9	840.8	1390	1711.8
TM7SF2	527.6	600.6	1011.8	964.4
OC90	431.1	569.3	331.7	681.4
IRF6	263.3	289.3	234.5	196.1
FAP	209.6	236.8	435.6	391.5
CLIP3	605.8	474.3	442.3	626.2
ZFP1	4186.7	4570.1	4439.3	4059.4
ZFP1	1772.9	1928.3	1460.3	1254.6
CACNA1A	39.8	15.7	27.9	142.7
GFRA2	327.6	574.3	703.5	566
GFRA2	114.7	50.3	4.1	14.3
SLC12A4	1456.2	1316.5	1646.7	1833.4
ANKRD11	554.9	638.5	539.4	741.2
PIK3CA	1243.5	1270.9	1010.8	843.3
EYA4	15.1	6.9	4.3	3.9
SLC6A20B	457	332.5	444.8	335
BC100451	52.6	20.5	59.5	46.8
TAF1C	1292.3	1166	579.5	580.7
PRR15	42.5	28	38.5	58.7
ORC1	287.5	259.2	194.3	236.8
CCL8	1444.8	1123.8	91.7	136.8
SEMA4F	1101.6	1095	1165.5	1155
MMP17	294.9	291	352.6	188.9
SEPT6	146.7	292	138	147.5
MKNK1	822.8	772.8	1000.9	892.2
PLCB1	133.1	127.3	40.7	71.2
PLCB1	4334.8	4431.4	4760.5	6056
PLCB1	222.5	206.8	150.2	94.6
ANKRD49	63.1	258.4	166.7	165.8
SFRP4	304.8	314.9	341.7	379.8
LOC100045292	670.7	673.4	119.8	47.8
SLFN2	4269.6	3590.3	951.7	794.5
SLFN2	1929.2	1646.4	437.7	385
MKNK2	1639.8	1684.2	2196.8	2999.5
PLD1	397.1	337.4	646.4	509.2
PLD1	211.2	158.8	144.3	218.5
GDF3	181	234	109.1	119.5
SPIN1	823.6	1142.2	910.2	740.4
STAG1	869	962.5	305.8	416.2
ZFP53	566.4	710.8	289.8	344.9
CHEK2	750.4	936.6	984.1	1114.6
FMNL1	257	251.2	224.4	187.7
FMNL1	248.6	426.3	431.1	84.1
HIVEP2	1994.6	1971.5	617.8	739.4
BMP15	22	88.1	166.4	243.7
SLC22A21	117.5	116	83.1	217
SOX7	780	942	1452.9	1782.7
CASP12	85.3	115.6	102.4	140.5
GIMAP1	2160.7	2058.8	666.5	1052.3
KIF9	82.7	64.8	34.8	54.7
AK3	708.8	788.4	752.5	1021
RBPJL	229.3	225.5	280.2	128.5
ANXA10	10.2	5.9	12.6	20.6
CNOT4	835.3	887.9	623.4	487
VAMP5	2441	1563.2	2787.7	2092.2
SLC22A4	66.6	26.4	111.8	64.9
UNC13B	13.5	18.5	159.7	32.8
UNCX	107.2	93	51.1	238.5
TENM3	205	122.5	213.6	264
PLAGL1	125.9	44.4	116.3	34.9
PLAGL1	169.3	89.8	167.2	162.1
HUS1	434.7	479.9	400.3	444
HUS1	194.4	583.9	224	77.7
HUS1	23.1	40.9	105.9	105.7
HAPLN1	9.9	28.8	17	5.6
UTRN	419.1	778.5	448.5	604.8
UTRN	362.1	323.4	473.6	105.9
F12	67.4	50.9	44.4	74.4
JAG2	415.9	133.7	283.2	289.9
AANAT	97.3	99.1	641.6	271.6
AANAT	835.7	835.2	1149.9	1278
STAG2	3482.3	4044.9	1745.9	2775.1
BARX1	206.8	34.8	72.7	76.3
ISL1	72.8	102.8	24.6	89.6
NDST1	31.8	22.3	63.5	35.9
RBMS2	929.4	906.2	1291.5	1213.9
NEO1	630.9	637.6	938.8	961.5
PHKA1	315.5	345.1	450.8	649.1
C80425	44.6	166.4	62	19
ZFHX3	831.6	885.2	954.2	1232.9
KCNJ4	418.5	458.4	400.9	535.9
KCNJ6	40.3	59.4	79.9	97.6
KCNJ6	160.9	103.9	30.2	101.6
NACC2	687.5	565.3	832.4	834.5
NACC2	526.4	588	1181.1	1114.5
ADCY9	880	838.7	1535.4	1396.8
BAI1	221.4	277.3	311.6	378.3
ARNT	881.5	772.6	659.5	722.5
SEC62	479.8	331.2	545	570.1
AVPR1A	179.1	127.8	219.3	162.9
CALCA	40.2	44.6	109.2	24.1
GEM	296.9	221.3	414.4	315.6
EBF1	357.1	429.4	542.4	481.2
ADRB3	599	751.1	1292.4	1246
ADRB3	1027.2	919.4	958.5	1165.7
ADRB3	480.7	695.6	694.1	891.4
S100A10	7928.1	6528.6	4203.1	4595
SRM	1127.8	937.4	708.3	837.1
MYL1	5524.3	4189.1	7226.1	7815.7
RSRP1	16137.2	14334.9	13336.6	10753.8
MAP2K2	663.8	1016.7	734.8	771.5
PSMA3	17482	14529.3	15153.7	13450.1
PTGDS	6624.2	6622.4	11446.3	11643.1
PTGDS	8643	6248.8	11460.8	10722.1
UBE2K	1142.4	1272.3	1142.1	1253.4
UBE2K	845.7	1386.5	1111.9	1633.4
PKIG	5854.4	4423	14632.3	12145.2
KRT19	561.2	336.7	682.6	631.1
LIG1	2122.3	1591.9	576.6	265.8
ESD	7546.8	6306.5	7177	6102.8
CTBP2	823.6	968.1	1177.9	1028.1
TSPAN6	666.8	674.1	443.3	402.5
AKR1C6	189.3	123.1	130.8	232.6
HSD17B1	165.6	100.4	189.1	112.2
VCAM1	2698.6	2545.6	1397.9	1255.3
VCAM1	570.9	512.9	349	351
VCAM1	748.4	714.8	291.6	579.8
ENTPD5	2158.6	1890.6	2070.4	2559.5
NFE2L2	2445.1	3155.3	3120.8	2788
LRRFIP1	762.7	1070.3	1704.6	1174.5
LRRFIP1	1273.2	1313.6	259.4	396.6
SARNP	2321.6	2596.6	1526.1	1793.8
DAPK3	269.9	219.8	169.8	294.9
COL5A2	1062.1	989.4	1784.5	1504.5
TFB2M	1354.8	1830.6	1756.5	2658.8
NOP58	880	876.2	278.5	351.7
ATP5G2	42.9	124.4	55.7	141.1
HSPA4	2175.5	1823.4	1637.7	1645.1
TNFAIP1	236	248.2	671.5	556.6
PPP2R1A	9097.7	7835	11490.8	11250.5
SDHD	15909.7	11485.3	22704.8	22436.1
AIP	1975.3	1858.3	1977.4	2111.1
GM13826	57663.6	54195.9	43026	47432.4
AIMP1	2793	3395.4	2819.6	2915.5
SSB	1125.1	1398.2	768.6	674.3
HARS	1808.4	1240.4	1269.1	1078.5
ACADM	24204	24312.1	44550.9	39194.9
SLC1A5	1148.5	974	1313.7	1042.3
SERPINA3K	63.6	95	31.2	21.9
NKIRAS2	1057.4	1190.2	2269	2224.1
MAP2K1	1486	1777.8	1720.8	1455.9
GLUD1	2708.2	3331.8	2436.8	1978.3
FDX1	12803.1	9636.9	17888.5	16810.1
PSPH	2548	2014	1270.2	1442.8
HMGCS2	50.4	64.4	36.2	60.2
GPD1	3023	3626.8	4008.4	4111.3
POSTN	2056.7	2062.1	2081.5	2017.3
AP1G2	72.5	174.3	234.8	121.9
FECH	300	277.1	488.5	307.9
CACYBP	1397.7	1604.4	1248.5	1218.8
ATP6V1B2	430.2	438.7	494.1	430.6
ATP6V1B2	7978.9	6776.2	6856.8	6702.7
PGAM2	12343.2	11226.1	24232.4	21877.9
CYP4A10	108.1	70.2	65.4	60.7
PNLIPRP1	53.8	81.6	42.4	35.1
TCAP	305.9	562.4	810	530.9
ATP6V0D1	5076.4	4197.4	4241.4	4499.2
UMOD	20.5	6.2	29.1	119.6
UOX	29.7	8.2	9.8	6.4
MEST	225.3	207.8	430.4	354
CSRP1	6766.8	5882.8	2273	2146.9
NELFE	1756.9	1892.4	1264.5	1440.3
GM20253	4116.3	5500.4	2029.9	2877
SLC27A5	70.8	24.9	26.6	43.9
ID3	3459.6	3462.4	2978.5	3096
NDUFB6	26157.1	23922.6	35525.4	32421.1
UBA1	8532.2	5887.8	7011.8	7480.6
UBA1Y	92.9	89.5	18.2	64.4
SERF2	1113	1020	1724.4	1439.2
WBP1	4523.1	4554.2	9052.6	8001.2
PCBP2	18588.5	16785.9	16447.1	15813
SPNS1	1560.2	1915.2	2314.6	1921.4
CSDE1	12965.4	10899.9	19661	16713.4
LOR	2101	1588.4	1132.8	1361
DSCAML1	26267.8	22130.9	43488.4	36213.8
NPDC1	657.7	666	1356	1438.5
RPL36	26111.4	23502.3	21927.6	20431.9
HDGF	12889.6	13982.1	14505.8	17295.9
HDGF	4130.2	4274.3	6117.8	5987.6
CALM3	2479.6	2167.2	1546.9	2182.8
CALM3	5661.6	4994.4	4156.6	4540.8
CTSZ	1609.3	1665.7	781	888.8
DPP4	260	342.1	178.4	348.3
TUBA4A	1993.2	2453.3	3716	4759.7
SEC61G	9727.4	9066.5	9992.4	9937.8
PFKL	3671.8	4716.9	6380.2	7217
PPP2CA	891.2	1055.6	502.6	550.4
AURKA	1147	1031.7	169.4	169.1
VPS35	5631	5973.6	6672.9	5328.9
CAR2	1583.1	2378.8	1699.3	1857.7
NF2	1807.5	1456.1	2805.6	2618.4
MYB	22409.4	20414.3	2874.8	2201.1
PSMD2	72.1	103.4	23.1	29.2
MRPL23	6094.4	6340.2	7871.7	8768.8
RBBP4	5350.1	6624.5	3803.8	3912.5
STXBP3A	1717	2133.5	1445.4	1699.6
FAM50A	2266.4	2092	1677.3	1253
MAN1A2	7.9	71	37.6	25.6
NOTCH4	238.7	215.7	549.3	526.8
D530037H12RIK	578	626.8	365.8	377.9
POLR3A	456.4	487.1	262.8	758.3
GCNT1	652.3	653.6	605.4	701.8
ZBTB12	46.4	110.5	288.9	446.5
FOXQ1	40.5	73.4	37.5	57.7
RAPGEF4	123.7	91.9	107.6	155.7
UBE2E1	1864.1	2513.5	1444	938.1
PTPRV	200	109.4	87.7	113
PTPRV	443.8	61.3	43.7	43.5
PTPRV	454.2	433.9	303.9	300.9
ZFP777	334.7	492.1	408.6	313.7
3830403N18RIK	182.1	272.7	243	307.1
SH3BP1	269.3	524	666	1117.3
AR	610.8	738.6	433.7	278.6
BTK	599.1	422.4	398	331.8
MYL6B	337.7	245.9	441	519.9
RGL1	246.2	188.4	232.6	371.2
GNAS	236.1	183.5	178.4	168.3
SH3GL2	40.8	57.1	10.8	18.1
FOXN1	67.2	36.6	36.2	114.3
RUNX2	29.7	62.9	59.2	23.8
RUNX2	111.9	121	136.2	260.3
DDX25	25.1	28.2	131.7	74.9
MAGEL2	30.6	23.6	59.4	76.1
SYT8	39.8	64.8	111.9	63.3
CD3D	9992.9	12568.6	1066.3	861.7
LONP1	187.5	67.2	46.4	133.3
TBXA2R	1120.3	1192	275.8	482.1
SLC27A3	74.1	47.3	68.2	40.1
SMARCA4	41.4	75.2	104.2	129.4
ACP2	631.6	584.3	457.8	747
IL18BP	709.6	657.2	662.4	613.9
GIF	160.6	205.4	356.9	238
PPP2R2B	502.2	364.9	529.8	680.6
SYCP1	7.9	23.7	134.3	42
NIN	361.9	434.5	246.2	154.6
CHIL3	281.6	295.8	211.7	256.5
FRAT1	596.4	280.9	212.3	88.8
NR6A1	123	139.9	21.1	176.4
FOXA1	228.3	171.3	210.1	233.8
MERTK	222.1	262.5	213.6	311.8
SLC7A9	237	159.4	249.9	234.4
BCAN	133.8	148.6	174.1	144.6
BMP1	280.2	497.7	591.1	612.8
ASTN1	110.9	149.7	117.4	76.4
PBRM1	1648.6	1185.7	912.1	600.8
ERCC4	224.5	359.6	394.3	343.1
TBX2	311.5	115.4	474.6	699.6
PVT1	69.5	61.1	36.8	69
PVT1	21.6	18.3	33.3	15.1
DDX19B	833.1	884.4	818.5	970.2
ARHGEF28	378.8	447.5	525.8	528.7
TPSB2	524.7	587.8	337.9	481.3
1810009J06RIK	39.9	183.6	170.8	231.1
HNF4A	44.7	38	45.2	63.4
ICAM5	150.8	72.2	111.8	129.2
UBD	2045.6	1990.6	188.2	263.1
NEUROD1	53.4	6.5	2.2	23
IFI27L2A	3305.3	3162.7	2467.9	1766.5
SIX1	361	404.1	122.6	112
HNRNPA1	1413.3	1319.7	670.4	538.6
GAS8	392.8	330.1	227.3	345.6
SOX6	106.5	196.8	209.4	280.4
APBA2	469.2	449.3	133.7	381.7
PRG2	45.5	28.7	130.8	62.9
HBEGF	960.9	867.4	1140.6	1463.7
PTX3	98.7	106.4	127.6	170.2
ADAM2	24.7	12.9	32.2	20.7
ADAM4	105.7	86.7	132.2	10.4
GPR83	29.9	53.4	12.8	54.8
PLA2G2A	105.8	59.2	82.2	78.4
SLC7A2	254.8	287.1	215.7	559.2
IRF4	484.9	480.3	221.1	32.1
GDNF	335	382.5	331	500.6
IVL	28.3	87.2	22.2	28.7
IGHV14-2	658.7	565.8	170.9	180.4
IGHV14-2	609.4	728.8	435.7	311.1
CCL11	493.8	423.4	139.7	237.3
SPAM1	258.9	22.9	190.6	101.5
APC2	170.3	114.6	222.3	296
HOXA9	274	60.2	88.7	106
NAT2	785	753.7	311.6	163.9
NKX2-2	16	58.8	19.2	90.6
GABRB1	34.1	254.1	181.9	50.8
WNT10B	36.2	21.7	35.8	13.4
WNT10B	155.5	84.3	128.9	92.6
WNT10B	203.3	100.5	261.7	363.5
MEIS3	62	53.1	90.7	128.7
FDXR	573.9	466.8	477	609
SCT	1745.2	2053.7	2487.8	1931.3
SCT	3984.9	5367.6	4121.1	7122.6
SEZ6	60.3	38.1	56.8	53.4
DUSP2	1818.6	1866.3	908	1100.4
LAMB3	1011.1	769.1	1075.6	956.3
WAS	2449.7	2491.5	673.2	316.2
AI448164	41.1	213	24	42.6
CLEC4A2	149.2	13.7	85.2	38.8
ABCB7	220.4	216.7	106.3	74.9
KSR1	401.8	414.1	322	359.9
KSR1	239.3	188.5	383.1	314.8
HAND1	471.5	699.1	812.9	942.4
BMPR1A	211.2	288.5	604.8	547.4
ALAS2	12702	10433.2	20706.3	22167.1
PSMD3	4579.8	3900.8	4188	3717.8
S100A6	7430.8	6547.5	13368.4	8471.2
ZFP207	3753.6	5090.6	2857.8	2298.7
NRP1	2966	3937.3	4322.2	4652.5
PABPC4	362.9	220.2	260	451.6
PABPC4	11527.9	10074.7	19367.8	19476.6
CYR61	233.4	234.6	433.7	426.1
Z22552	1758.2	2822.6	2039.9	2148.7
Z22552	174.1	177.2	21.7	21.6
ENV	464	424.7	55.9	132.1
TMPO	129.3	236.4	115	175
TMPO	3077.8	1987.2	1076.5	1019.1
GH	1103.3	1247.1	975.3	1340.2
GBA2	81.5	18.9	22	7.6
EFHD1	156.3	272.2	185.5	275.3
ANKRD10	3928.9	3405.7	1918.5	3140.7
CETN3	6545.6	6392.9	4292.7	4496.4
CETN3	326.3	534.2	230.6	317.3
KPNA2	3431.8	3205.6	2230.5	1881.9
UCP2	66.6	17.4	21.6	36.1
TNFRSF1A	1803.4	2215.8	1654.6	1739.8
NME1	730.4	778.2	382.9	630.2
MAP4	2253.4	2215.6	2929.2	2777.1
ALPL	504.5	329.1	832	1284.1
CUL3	4844.5	4763.9	4974.2	4914.2
ATP5C1	24615.3	27356.7	40420.3	33449.3
ATP5C1	46726.1	43793.5	65111.9	59144
ATP5C1-PS	19418.1	18409.8	5432.3	6365.9
PLP1	153.6	113.3	191.6	122
PLP1	598.4	810.6	762.6	940.5
PRL	434.5	246.3	229.7	394.2
POLR2H	2287.7	2225.4	1208	1203.6
ARL4A	375.2	680.9	699.3	774.5
PDRG1	4280.2	3916.7	5849.3	6006.6
TXN1	26426.6	20185.1	13858	10833
FKBP4	8523.6	8937.7	13768.3	14488.4
FKBP4	3344.4	3925.3	5257.2	5707.8
PDK3	1423.1	1651.8	562.1	414
RBP2	46.9	18.8	35.8	52.4
GM15308	1780.5	2183.9	2377.4	2687.7
CYP2J6	3.9	2.4	71.5	10.7
CYP2J5	26.4	3.1	7	9.2
EIF4A1	2217.8	2435.3	1491.9	1377.1
IMP3	6566.4	5721.7	4457.4	5193.9
UBA3	1252.5	1549.7	1354.7	1477.3
USP2	5845.6	5975	9794	8572.2
USP2	2717.1	2256.4	5873.7	6341.6
NME6	840.2	734.2	1032.5	913
CRISP2	14.1	8.9	15.5	11.6
MRPS33	2424.5	2414.9	2765.5	2666.9
NSD1	88	150.6	83	133.9
DPM1	4215.1	4991.8	4899.3	4564.2
HSPE1	10842.3	10175.2	9351.1	9903.4
ZFP36	1598.4	1657.6	1475.8	1463.1
SFXN1	3255.9	2483.9	1947.8	1376.4
SOCS1	3320.2	3094.8	671.3	1017.8
HAL	256.9	315.7	447.8	358.2
RPL13A	6398.1	6166.8	1834.7	2119.8
CML1	444.2	449.9	428.6	629.9
ELN	1358.2	1512.3	2438.8	2627.6
MUG1	11.8	19.8	26.6	23.2
FSCN1	2850.8	3741.1	2791.3	4266
SNRPB2	362.6	376.3	196.2	241
NUP54	1170	809.7	997.6	636.7
CHGB	143.6	189.6	107.1	108.1
CHGB	30.2	24.7	44.4	8.9
EIF4G1	109.3	72.7	308.7	68.1
OXCT1	9187.8	7794	19220.8	20885.6
M6PR	86.2	85.7	64.5	11.6
M6PR-PS	1182.2	1298.7	906.1	1071.9
OAT	3659.8	3366.7	4837.3	4348.6
CCL6	399.2	213.7	423.9	360.8
RRBP1	2305.2	2516.3	2855.4	2817.5
CP	1379.5	1366.6	3053.2	2830
FN1	1586.4	1303.2	1579.9	1702.9
HSPB1	52.5	101.2	39.4	28.5
RAB11A	4560.1	4787.6	5911.9	5262
EIF1	13536.9	11594.2	17043.2	17133.2
RPL22	378.6	467.1	395.4	520.5
RPL22	1260.2	1337	1149.2	1099.7
SLPI	3105.1	2146.5	806.7	1011.5
COX8A	84.4	66.9	67.7	87.2
KRT17	1514.1	1484.5	55.7	122
KRT17	1660.8	1161.5	88.3	56.2
WBP2	3562.9	3411.1	3883.6	5845.3
MAT1A	173.2	175.2	64.3	206.5
DNASE1	73.2	26.1	34	49.1
H2-AA	16044.7	14356.7	4694.9	4114.2
PHC2	694.1	604.9	396.9	373.3
TPST2	210.9	242.8	357.3	485.5
HSD3B4	128.2	112.4	144.8	106.6
SEL1L	887	975.8	700.2	1057.2
SEL1L	421.4	784.6	677.4	799.9
NECAP1	1395.1	1031.6	1345.3	1450.1
PRSS2	270.9	231.6	110.9	46.9
COPS7A	2718.4	2732.4	2455.2	2494.5
COPS7A	852.2	818.3	1200.4	1395
NDUFS4	404.5	503.6	714.8	451.2
TGFBI	1135.1	1212	885.9	521.1
COMMD3	496.6	477.5	424.6	124.5
PPM1G	2697.4	2345.3	2265.1	1865.1
MFGE8	8868.7	8342.1	12184.2	11174.4
MYLPF	798.4	1069.8	967.6	765.8
RAB1	2130.4	2535.2	2241.8	2074
RAB1	92.2	68.7	50.2	58.9
GSK3A	21724.1	24576.8	19701.2	20854.4
TNNT3	2960.5	2305.5	905.3	1398.4
DDAH2	3160.8	2573.6	3755.6	2850
STYX	982.7	1376.8	1415.6	976.7
FOXD3	9.8	11.8	65.3	16.6
KIF1A	26.7	91	9.6	35.3
HOXC9	50.6	92.4	68.7	72.9
NRSN1	119.4	17.2	121.6	100.9
NFIA	513.4	460.5	945	703.5
NFIA	301.6	291.2	448.1	514.1
SIM1	15.1	94.1	56.9	79
SIM2	23.5	111.1	34.1	25.5
ACRV1	5.7	12.9	20.2	29.1
CYP7B1	150	191.8	173.5	124.8
GAD2	6.1	5.5	11.2	25.1
AU040769	747.8	562	474.7	504.7
RARA	221	274.5	67.2	63.2
MYBL1	94.7	61.9	67	73.9
TFAP2B	67.5	41.5	24.1	95.3
PRDM1	254.2	180	209.1	112.5
EPHA7	12.1	14	10.6	10.4
EPHA7	65.4	38	88.4	142.9
OCLN	31	30.4	87.7	30.3
HIVEP1	1041.3	1030.6	700.1	1002.2
PGF	259.6	247.3	246.2	285.9
ARNT2	60.4	96.2	266.6	74.9
CCNA1	10.3	4.9	14.6	11.7
MSX3	261.4	223.9	311.2	316.2
ABCD2	482.1	335.1	298.3	172.9
HOXB7	188.6	283.9	316.8	273.8
HOXB8	451.6	671.9	542.6	430.5
SYT3	937.9	931.3	873.2	1120
MMP7	8.6	32.2	43.6	31.4
F7	183.2	123	160.9	214.6
HTR3A	339.5	296.8	106.4	679.5
PITX1	719.8	687.1	519.3	1018.4
COL10A1	103.2	98.4	99.6	155.1
TFAP2A	270.8	378	149	491.7
TFAP2A	195.9	347.8	363	161.7
CTSG	33.4	16.9	29.6	12.6
CEBPB	3691.9	3011.8	7913.5	8158.2
MPL	59.4	10.1	41.1	88.5
ETV1	234.4	280.8	385.2	424.3
CYCT	38.4	66.6	40.3	39.2
DLX5	21.7	145.4	101.3	195.6
DLL1	286.5	127.2	598.2	330.6
CBLN1	469.3	593.1	440.7	271.3
POU2F3	422.3	581.8	677.9	752.1
ZFP90	334.5	336.2	234.7	180.4
RUNX1T1	118.8	56.3	274.5	150.3
CNTN1	70.1	66.9	50.3	64.6
FGFR4	22.5	10.3	23.2	41.7
GABRA1	40.6	3.6	18.4	6.3
GABRA6	14	36.3	15.7	14.5
GABRA6	126.4	104.4	152.2	127.8
1110054M08RIK	549.8	592.1	1061.2	1058.9
TRIM21	1374.8	1370	880.4	1199.2
GRIA1	29.8	13.8	25.8	25.9
GRIA1	179.8	36.7	32.1	62.9
GRIA2	13.4	52.1	49.8	5.5
GRIA2	10.7	12.5	12.2	13.4
GRIA2	121.1	37.5	47.6	76.7
CSF2	36.1	31.5	22.6	43.5
PACSIN1	1250.8	1457.7	555.5	703.3
SLC29A2	45.9	49.9	58.6	75.8
HOXD11	16.8	28.6	34.5	28.5
NAPB	156.8	85.5	153.6	101.6
FMN1	167.2	152.1	510.5	552.4
IL3RA	784.6	571.8	288.1	154.2
NOTCH3	1381.5	1467.9	1941.1	1782.5
FGF3	44.3	41.3	35.8	45
FOXO3	3902.7	4176.3	4372.8	4629.6
FRK	28.2	146.1	77.7	32.2
LIF	39.5	35	80.7	58.4
LHX1	265.8	366.2	153.7	127.4
CD40	398	469.2	346.1	330
WDR81	1592.3	1599.8	1761.3	1710.1
CHRNE	102	110.5	126.6	121
CHRNE	35.2	48.1	20	45.1
CHRNE	272.6	1823.4	544.1	570.6
ARF5	5682.6	5684.9	5038.3	6917.2
DDR2	525.7	456.7	704.5	1018.2
HOXA10	56.6	5	50.5	17.7
PARM1	1397	1085	2309.9	2534.2
VPREB1	46.7	64.7	48.2	93.9
ZFP37	167.9	129.3	160.7	88.8
SH3BP2	285.3	438.1	333.7	137.2
NDP	395.1	212.1	161.6	210.1
HMX3	159	37.9	178.9	132.6
SERPINB2	252.7	214.4	132.1	59.4
ETV4	206.2	170.2	345.1	296.7
PHOX2A	40.5	111.3	179.2	243.1
SCG2	59.1	25.5	74.4	16.7
BMP8A	185.5	215.7	109.7	77.7
PTPRJ	19.5	113.5	83.7	33.3
PTPRJ	64	73.4	12.6	58.5
PTPRJ	48.4	36	73.3	59.9
FAM84A	252.7	334.3	344.3	319.9
SLC4A3	8828.3	6806.1	16529.5	17734.3
CADPS	157.2	188.3	109.5	100.1
CADPS	580.2	582.1	289.3	227
ZFP93	43.6	146.4	49.4	282.5
SP4	190.9	141.5	130.9	13.8
SP4	262.4	281.5	114.9	38.2
SP4	194.2	244.4	82.6	89.3
LALBA	22.5	16.2	35.7	28.9
VSNL1	28.4	43.8	105.7	42.8
SOX17	884.1	838.6	1368.8	1576.8
SOX17	305.3	247.2	736.4	641.9
VAV2	377.7	225.7	86.8	128.1
SIX4	143.9	248	451.3	221.7
SIX4	255.9	237.2	296.2	193.3
SIX4	140.8	97.3	76.4	121.3
TDGF1	67.9	73.8	166	21.1
LPPR2	614.2	547.5	820.3	982.6
SYT1	64.9	43.7	102.5	107.6
NFIC	215.8	208.5	353.6	678.1
NPY1R	188.9	50.1	172.7	41.3
LSM4	6673.2	5672.8	2934.4	3243.2
GSTM2	3696.6	3476.9	6328.6	6604.1
PQBP1	954	1306.3	515.2	86.1
GABARAPL1	3269	3827.5	5682.5	5730.8
TSN	482.8	427.6	283.6	510
ID2	2913	4091.7	1937.5	2816
GM10221	52596.1	39718.6	69307	65659.9
GSTA3	350.1	389.3	526.7	709.6
YWHAQ	328	380.6	285.3	430.4
SDCBP	948.4	854.2	904.1	594.3
LOC631287	260.7	287.7	237.1	225
H2AFX	8945	9893.9	1391.9	1636.1
BEX1	179.7	98.7	100.6	138
BEX4	702	589.8	551.7	553.9
HIST1H3F	68.6	133.4	28.9	164.1
HIST1H3A	2938.7	2710.8	959.3	1103.9
HIST1H3G	157.2	61	16.1	24.3
NDFIP1	10041.9	10371.4	12571.7	12486.3
MGST1	701.5	944.3	788.8	621.6
RPS13	117.5	254.9	447.9	229.7
H19	2087	2258.4	2851.9	3090.6
IDH3G	16160	13585.5	23821.3	20952.1
RPS27A	23285.5	23008.8	12773.9	13238.4
UBE2E3	183.5	273.2	210.7	279.6
ANXA1	302	510.7	370.9	384.8
ANXA1	3020.5	3817.7	3604.1	3581.2
CPQ	798.3	608.3	839.7	873.7
FXYD1	14241.5	9877.2	26586.8	26374.5
MCM4	2336	2244.5	826.1	860
TSPO	9055.9	8034.5	8266.1	7699.9
NPTN	3407.4	3530.2	4315.2	4668.3
ABCD3	2320.1	2355.1	3849.7	3909.9
NUP50	2798.3	2248	731.8	890.6
NUP50	925.5	872.5	614.2	522.5
CLPP	2582.8	2486.4	4703.7	4446.3
MYL2	89821.9	82139.3	108902	116616
EPHX2	2214.8	2293.9	5731.9	4515.2
CASQ2	1501.4	1640.3	2036.3	2470.1
ANKRD46	1513.3	1116.8	1634.9	1108
ANKRD46	1173.7	1166	1023.6	864.5
ANKRD46	1005.5	867.1	827.9	878.3
BTF3	9296.1	9969.9	6619.2	6737.6
EIF1A	2171.5	1918.4	1219.6	1024.2
FAM103A1	1449.3	1403.8	550.3	712.2
ITGA7	1276.1	1113.2	2490.1	2662.6
MRPL39	3408.3	2949	3972.8	3565.4
APP	7863.8	8257	13837	13445.9
BNIP2	3263.2	2349.4	3181	2648
IL11RA1	79.6	243.5	155.2	179.3
GRN	2739.7	2390.4	2758.1	3096.2
HIST1H2AL	10297.3	8630.3	7687.6	6254.5
HIST2H3C1	5933.4	3336.1	8848.4	9831.3
UBE2D2A	2698.3	2996.7	3218.5	2205.1
IPO5	2004.9	2602.7	2218.3	2587.3
TRIM28	11782.3	12329.8	7653	7202.2
CNP	44.8	103	40.9	36.8
NFATC2	567.7	780.4	628.8	870.7
NFATC2	73.3	65.7	271.8	95.2
NFATC2	146.4	96.2	12.3	85.2
CSNK1A1	9215	9541.8	7723.6	8465.6
LY6C2	18711.3	18284.3	26939.2	27013.1
LY6A	11337	9129.7	17366.4	15643.6
BSCL2	2581	2686	2094.3	2894
RBBP7	13066.4	15290.2	11947	12632.8
ZFAND6	9370.6	9247.9	11313.9	10381
ANXA5	6927	8191	5335.9	5019.4
SLC25A4	68344.7	50275.3	92744.6	57254.7
PSMB9	5989.9	4582	1109	1064.1
IGKV6-23	64603.1	66649.6	29504.3	24410.3
USP25	1025.6	1070.4	932	1030.8
B2M	41858.3	41509.3	25375.2	20572.9
EIF4A2	11249.3	21669.3	22324	29494.2
FGFR2	786.6	1071.3	450.7	355.5
FGFR2	125.1	149	124.1	169.2
H2-DMA	3595.1	3511	1887.8	1628.2
MCL1	5283.6	6748.8	5940.8	6126.1
CDR2	1262.8	1104.2	1625.2	1773.7
HMGB1	7223.4	5301.2	3034.2	2130.1
